Skill,Honeywell,CVS,HomeDepot,Intel,Gap,Rite Aid,Facebook,AAP,Best Buy,AmeriSource Bergen,Murphy USA,Jabil,General Motors,Marriott International,General Electronics,AT&T,Verizon,Darden Restaurants,Cintas,Lockheed Martin,Quest Diagnostics,PayPal,Goodyear Tire & Rubber,McKesson,ExxonMobil,Albertsons,ADP,DaVita,Well Forgo,Danaher,Berkshire_Hathaway,XPO_Logistics,UPS,Amazon,Anthem,Apple,Bank of America,BNY Mellon,CBRE,Cisco,L3 Harris,HCA HealthCare,Kroger,Microsoft,Raytheon Technologies,MC Donalds,UHG,Walgreens,Truist,Walmart,Walt Disney,Cognizant,Target,Tenet Healthcare,Dell,Total
pneumonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,140,0,0,0,0,0,0,0,0,0,0,7,0,198
network service,10,1,1,0,0,0,7,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,3,1,0,0,0,5,0,0,0,0,16,94,0,2,0,0,23,1,0,0,0,7,0,4,0,0,0,0,1,0,0,6,197
warehouse management,6,0,25,1,4,0,3,1,0,3,0,1,0,0,2,1,0,0,92,4,1,0,0,1,1,3,0,0,0,5,0,8,0,4,1,1,0,0,0,0,0,1,2,0,5,0,0,6,0,4,2,9,0,0,0,197
team building,5,1,0,1,0,0,11,0,0,1,0,0,0,0,21,0,0,0,0,13,0,1,2,1,0,1,0,1,2,4,0,0,0,11,15,1,0,0,0,1,3,1,2,11,6,0,2,0,0,0,0,61,1,13,4,197
database design,3,0,0,15,0,0,3,0,0,3,0,0,0,0,4,16,10,0,0,4,2,15,1,1,2,1,1,0,6,0,0,8,3,12,11,7,2,7,5,4,2,0,0,2,4,0,9,0,0,1,0,3,2,0,27,196
risk control,1,0,0,0,0,0,1,0,0,0,0,0,0,20,5,0,4,0,0,1,0,5,0,0,5,3,0,0,23,0,0,0,0,12,0,3,5,19,0,6,2,0,0,1,0,0,0,0,0,69,2,8,0,0,0,195
applicant tracking systems,0,0,0,3,2,1,12,0,0,2,0,2,0,0,0,0,1,0,0,0,1,5,0,1,0,2,6,12,1,5,6,0,0,51,10,0,0,2,6,2,5,0,7,0,8,0,2,3,0,1,18,8,1,7,1,194
avionics,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,72,0,0,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,58,0,0,0,26,0,0,0,0,0,0,0,0,0,0,193
openshift,20,0,0,0,0,0,0,0,3,0,0,0,1,0,2,0,2,0,0,20,0,1,1,0,9,1,0,0,3,0,0,0,4,0,11,0,11,1,0,15,2,0,0,2,12,0,33,0,0,2,0,13,0,0,23,192
enforcement,1,0,1,1,0,1,27,1,0,2,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,2,3,0,2,2,0,0,3,11,1,5,9,8,10,3,10,4,0,6,26,1,1,0,17,2,12,0,3,6,6,192
journalism,5,0,3,0,0,2,18,0,0,2,0,1,0,1,3,1,3,0,1,4,0,8,0,3,1,0,1,1,1,7,0,0,0,12,14,10,1,0,5,12,1,1,0,2,10,1,2,1,1,9,35,0,1,1,6,191
employee benefits,0,0,4,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,1,0,0,0,0,0,1,18,0,0,1,0,0,0,12,3,0,1,3,3,5,0,112,0,0,5,0,4,0,12,0,1,0,0,0,0,191
preventive care,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,186,0,0,0,3,0,0,0,0,0,0,1,0,191
bootstrap,8,0,0,0,0,0,3,1,0,2,0,3,2,1,1,0,0,0,0,1,0,15,1,1,0,3,6,0,22,3,3,1,0,8,10,1,9,7,0,2,2,0,0,8,6,0,7,0,1,5,1,30,2,1,13,190
snowflake,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,2,0,0,0,4,7,8,1,0,0,6,3,0,0,16,7,8,1,1,0,26,0,0,0,5,0,0,10,0,1,2,30,32,0,0,2,190
google+,1,0,6,1,2,0,4,0,0,0,0,0,4,1,1,0,6,0,0,0,0,15,1,0,1,11,2,0,3,2,7,1,1,6,1,0,4,3,2,18,0,0,1,4,4,0,7,0,1,3,10,6,0,0,50,190
logistics management,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,151,0,1,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,189
database administration,1,0,0,1,0,0,1,0,0,2,0,3,0,0,0,5,2,0,0,25,0,0,0,1,1,0,0,0,8,3,0,2,0,12,5,0,4,5,0,0,1,0,0,0,16,0,4,0,4,0,1,69,0,1,11,188
commercialization,27,0,0,4,3,0,7,0,0,5,0,0,4,0,10,0,1,0,0,0,1,0,3,6,0,1,0,0,1,33,0,0,0,5,8,8,0,2,0,3,0,0,1,8,0,0,0,0,0,2,39,1,0,0,5,188
manufacturing operations,5,0,0,3,0,0,3,0,0,0,0,33,2,0,8,0,0,0,0,17,0,0,2,1,0,2,0,0,0,29,0,0,1,4,0,3,0,0,0,5,17,0,1,0,52,0,0,0,0,0,0,0,0,0,0,188
vcenter,2,0,22,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,8,1,0,0,0,59,0,2,0,0,0,0,0,0,0,73,186
materials science,14,0,0,24,0,0,23,0,0,0,0,1,1,0,8,0,0,0,0,1,0,0,4,0,2,0,0,0,0,9,0,0,0,4,0,51,0,0,0,5,3,0,0,0,30,0,0,0,0,0,0,0,0,0,5,185
computer terminals,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,165,0,185
flooring,0,0,174,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,185
business communication,0,0,25,0,0,0,1,0,0,5,0,1,0,0,1,2,6,0,0,3,1,0,0,9,0,0,1,0,15,10,0,0,0,11,0,9,1,4,38,8,2,0,0,3,4,0,2,0,0,0,1,10,1,0,11,185
public speaking,6,0,0,1,5,0,2,0,0,0,0,0,2,0,8,0,4,0,1,2,1,0,0,3,0,4,0,0,2,6,0,0,1,67,1,1,0,1,1,10,1,2,1,2,12,0,5,0,1,0,2,1,3,3,22,184
microsoft sql servers,10,0,1,1,0,2,1,0,0,6,0,3,0,0,2,0,16,0,0,4,0,1,0,2,1,1,1,0,8,0,0,1,2,28,7,0,3,0,1,3,3,0,1,18,4,0,9,0,0,5,2,10,0,2,25,184
capacity management,2,0,0,1,0,0,6,0,1,1,0,1,0,0,0,8,0,0,0,1,0,0,0,1,0,0,0,0,10,0,0,1,0,18,0,9,11,0,1,3,0,2,2,24,6,0,1,0,0,1,3,61,0,1,8,184
diplomacy,4,0,0,1,1,0,2,0,2,0,0,0,0,5,1,0,1,0,0,2,1,17,0,2,0,7,1,0,5,6,0,0,1,22,0,4,13,5,17,4,0,3,0,1,8,0,4,0,1,1,8,0,0,22,12,184
outpatient surgery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,3,0,0,0,0,0,0,3,0,184
reinforcement learning,8,0,0,5,0,0,50,0,1,0,0,0,1,0,0,0,18,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,7,0,0,0,1,1,0,0,47,1,0,2,0,0,6,0,0,3,0,2,183
marketing automation,11,0,0,0,0,0,2,22,0,1,0,0,1,0,4,0,9,0,0,0,1,4,0,1,0,3,2,0,0,15,0,0,3,27,16,0,0,0,2,20,0,0,0,12,0,0,5,0,1,2,2,1,0,1,15,183
demand planning,17,0,0,1,0,0,5,0,2,0,0,1,0,0,0,0,1,0,0,1,1,0,4,7,1,2,0,0,0,10,0,17,0,21,0,23,0,0,0,10,4,0,0,11,2,0,4,0,0,1,1,5,2,0,28,182
tenacity,1,0,0,0,0,0,25,0,0,0,0,0,3,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,42,0,8,0,0,5,47,3,0,0,1,2,2,0,0,0,14,6,0,0,0,12,182
google cloud,0,0,5,1,0,0,2,0,1,0,0,0,1,0,0,5,2,0,0,0,0,4,0,1,0,9,4,2,1,0,0,0,1,2,0,3,0,1,0,38,1,0,0,3,2,0,7,0,2,9,4,30,1,0,40,182
dataservice,0,0,0,6,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,3,159,0,0,0,0,0,0,0,0,0,1,181
net asset value,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180
order processing,8,0,0,0,0,52,0,0,25,14,0,0,0,0,1,2,0,0,0,3,0,1,0,2,0,2,1,1,1,8,0,0,1,0,1,2,0,3,1,23,0,0,3,2,0,0,5,2,0,0,2,0,0,0,13,179
system support,6,0,5,0,1,1,3,0,0,1,0,0,2,1,1,6,0,2,1,8,2,1,3,2,0,3,0,1,22,2,0,0,0,10,9,8,2,1,2,0,5,3,0,0,35,0,12,3,0,0,6,2,0,2,4,178
intranet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,108,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,22,0,0,0,15,0,1,0,0,0,0,1,0,0,0,0,0,178
traceability,5,0,0,1,0,1,10,0,0,0,0,18,7,0,4,5,0,0,0,12,0,3,0,1,1,0,0,0,2,14,0,0,0,1,2,5,13,1,0,2,35,0,0,7,18,0,1,0,1,0,1,3,0,0,3,177
system programming,7,0,0,6,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,3,0,0,0,0,0,0,9,0,24,0,0,0,0,6,0,25,14,0,0,14,2,0,0,22,1,0,1,1,0,0,1,1,1,0,32,176
cash management,0,0,0,0,0,0,1,3,22,0,0,3,0,0,0,0,0,0,0,1,0,15,4,1,0,1,1,1,19,2,0,1,0,3,0,0,26,16,11,0,0,5,0,2,10,0,2,5,7,4,5,1,0,1,3,176
localization,4,0,1,0,0,0,24,0,0,0,0,0,6,0,2,0,0,0,0,3,0,18,0,0,0,0,0,0,0,3,0,0,0,33,0,23,0,1,1,8,3,0,0,5,5,0,0,0,0,0,14,3,4,2,11,174
computer programming,1,0,1,2,0,0,0,0,0,1,0,0,7,0,3,0,0,0,0,5,0,0,3,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,3,3,0,0,5,23,0,102,0,3,0,1,4,0,1,0,174
network architecture,1,0,0,0,2,0,2,0,1,0,0,0,2,0,1,2,79,0,0,10,0,0,0,0,0,0,4,0,1,0,0,0,0,0,14,4,0,0,0,23,2,0,0,3,8,0,2,0,0,0,1,0,0,0,11,173
commercial banking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,100,0,0,0,0,0,0,0,41,5,1,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,173
bariatric surgery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,173
pain management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,48,0,0,0,0,109,0,0,0,0,0,0,10,0,172
resource utilization,2,0,1,0,0,0,1,1,0,2,0,3,0,0,1,0,0,0,0,5,0,0,0,1,0,0,2,0,0,4,0,0,0,6,1,4,0,0,0,1,5,13,0,4,34,0,5,0,0,0,1,24,0,37,13,171
mulesoft,1,0,0,0,2,1,2,13,0,1,0,0,0,0,0,15,0,0,0,0,0,4,2,2,11,0,4,0,7,0,0,0,0,2,0,0,9,0,0,5,0,0,0,0,0,0,4,0,7,0,1,75,0,0,2,170
unified communications,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,5,21,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,2,0,0,0,0,0,103,0,0,0,8,2,0,0,0,0,0,0,4,0,0,6,170
radiology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,28,0,0,0,0,18,0,0,0,0,0,0,109,0,170
millwork,0,0,167,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169
lumber,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,169
product lifecycle management,15,0,0,0,0,0,1,1,0,0,0,1,10,0,0,14,0,0,0,8,2,15,0,0,0,1,0,0,2,19,0,0,0,8,18,6,0,0,0,4,11,0,1,1,6,0,3,1,4,0,0,13,0,0,3,168
predictive modeling,3,1,5,2,0,0,6,0,0,0,1,1,1,0,1,9,4,0,0,6,1,8,0,2,1,2,1,1,13,0,0,0,0,39,16,5,2,0,1,2,0,0,0,11,1,0,8,0,2,2,1,2,1,1,4,167
web servers,5,0,1,1,1,0,6,0,0,0,0,0,0,0,0,7,0,0,0,2,0,14,0,0,2,1,0,0,10,0,0,0,0,7,0,6,0,5,1,15,1,0,0,0,5,0,10,0,43,1,0,6,2,0,15,167
statistical modeling,1,0,4,0,0,0,22,1,0,1,0,0,0,0,1,1,8,0,0,2,0,3,1,1,0,1,0,0,19,0,0,2,0,47,0,2,1,0,0,1,2,0,0,8,1,0,17,0,2,6,5,6,0,0,1,167
research and development,6,0,0,5,1,0,4,0,0,1,0,3,5,0,1,0,0,0,0,8,1,0,1,0,0,0,0,0,0,11,0,0,0,18,0,3,0,0,1,0,4,0,0,78,7,0,3,0,0,0,0,0,0,0,5,166
tcl,2,0,0,18,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,7,0,95,0,0,0,25,2,0,0,1,4,0,0,0,0,0,0,0,0,0,5,166
inquiry,7,0,1,0,0,0,1,0,0,1,0,2,2,0,15,2,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,2,32,1,9,8,0,1,0,8,0,58,0,0,5,0,0,0,3,0,0,2,0,165
electrical equipment,12,1,0,0,0,0,4,3,0,0,0,1,1,31,24,0,2,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,29,0,11,0,0,6,7,0,0,0,0,4,5,0,0,7,0,165
building management systems,41,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,39,0,2,0,0,54,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,164
integrated services,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,131,3,0,0,0,11,0,0,9,0,0,0,0,0,0,0,1,164
production planning,0,0,0,0,0,0,2,0,0,0,0,24,0,1,0,0,0,0,0,23,0,0,4,1,0,2,0,0,0,14,0,1,0,6,1,1,0,0,0,1,36,0,1,3,20,0,7,0,1,4,0,2,0,3,6,164
objective-c,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,1,1,0,0,0,0,0,0,51,5,53,0,0,0,4,4,0,0,0,1,0,0,0,0,0,1,6,0,0,7,164
kibana,1,0,0,1,0,0,0,0,2,0,0,0,6,0,2,0,25,0,0,2,0,12,0,0,0,0,4,0,10,2,0,0,0,10,0,9,2,4,0,30,0,0,0,0,6,0,3,0,0,3,2,2,1,0,24,163
system configuration,3,0,0,0,0,0,1,0,0,1,0,6,0,0,1,2,4,0,0,7,6,1,0,0,0,0,4,3,2,9,0,15,2,8,0,0,0,16,0,1,11,0,0,3,9,0,6,0,0,2,2,18,1,0,19,163
mono,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,152,0,0,0,8,0,0,0,0,0,0,0,0,163
mathlab,39,0,1,17,0,0,0,0,0,0,0,0,49,0,46,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,162
ajax,3,0,1,0,1,0,0,1,0,0,0,0,2,0,2,0,3,0,0,1,0,6,1,0,1,2,3,0,52,1,0,0,0,21,0,1,9,4,0,4,2,0,0,0,9,0,8,0,0,4,5,1,2,0,12,162
cardiovascular disease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,122,0,0,0,0,0,0,29,0,162
data ingestion,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,9,0,0,0,1,5,0,2,0,5,1,2,0,0,28,0,6,5,5,1,0,0,0,0,22,2,0,6,0,1,7,3,13,0,0,27,161
sterilization,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,104,0,0,0,0,8,0,0,0,0,0,0,38,0,161
pair programming,2,0,3,1,22,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,28,0,0,3,0,1,0,1,2,0,0,0,3,0,9,1,0,0,8,0,0,0,8,0,0,0,0,0,0,1,16,7,0,37,159
supply and demand,1,0,0,2,0,0,2,0,0,0,0,0,0,55,1,2,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,7,0,16,1,0,40,3,1,0,0,10,4,0,0,0,0,0,0,0,6,0,2,159
virtual reality,0,0,0,1,0,0,103,0,0,0,0,2,0,0,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,6,0,0,0,5,3,0,0,0,0,1,4,0,1,0,0,159
executable,5,0,0,1,4,0,3,0,0,0,0,1,0,0,3,0,12,0,0,5,1,0,0,0,0,2,0,0,13,2,0,1,0,10,0,4,0,2,1,2,8,0,0,13,39,0,2,1,0,8,6,4,0,3,2,158
api design,2,0,0,0,4,0,27,0,1,0,0,0,0,0,4,0,0,0,0,0,1,6,0,0,0,0,6,0,5,0,0,3,0,10,0,24,2,0,0,12,1,0,0,16,2,0,1,0,3,6,2,9,3,1,7,158
operational risk,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,35,0,0,0,0,4,0,0,93,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158
test method,3,0,0,5,0,0,14,0,0,0,0,9,5,0,3,0,0,0,0,12,6,0,0,0,0,0,0,0,0,16,0,0,0,1,0,18,0,0,0,5,10,0,0,2,46,0,1,0,0,0,0,0,0,0,1,157
microsoft powerpoint,0,0,29,0,3,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,3,0,0,0,0,2,11,1,8,0,0,2,7,0,27,39,1,2,5,0,0,4,3,157
performance reporting,3,0,3,1,0,1,3,0,0,0,0,0,0,0,1,2,0,0,0,1,1,4,1,1,0,0,1,2,3,2,0,1,1,9,0,9,3,5,9,5,6,0,1,2,5,0,34,1,10,1,4,15,0,2,3,156
insolation,9,0,1,1,0,0,0,0,0,0,0,0,3,0,8,2,0,0,0,7,0,0,1,0,3,0,0,0,0,1,0,0,0,4,0,28,0,0,5,4,3,1,0,39,22,0,1,0,0,0,4,0,0,3,5,155
branding,2,0,2,3,4,0,14,0,0,2,0,2,0,0,3,0,5,0,0,1,0,0,0,3,0,1,1,0,0,2,0,0,0,21,0,14,1,6,17,8,0,0,0,2,2,0,4,1,1,7,7,5,2,0,12,155
redis,3,0,0,0,0,0,0,0,0,0,0,0,5,0,5,6,19,0,0,1,0,0,0,1,0,3,2,0,3,1,0,0,0,3,2,3,1,1,0,22,0,0,0,1,1,0,4,0,0,0,10,0,5,0,52,154
neurology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,103,0,0,0,0,14,0,0,0,0,0,0,1,0,154
electronic engineering,11,0,0,19,0,0,3,0,1,0,0,9,2,0,6,19,0,0,0,9,0,0,2,0,3,0,1,0,0,12,0,0,0,3,0,6,0,0,0,3,7,0,0,1,15,0,2,0,1,0,2,0,2,0,14,153
bluetooth,21,0,0,1,0,0,10,0,0,0,0,0,12,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,77,0,0,0,3,2,0,0,4,0,0,0,1,0,1,1,0,0,0,1,153
systems thinking,2,0,0,3,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,69,2,2,1,1,2,1,0,0,1,0,0,0,0,9,0,2,0,0,0,10,0,2,0,8,11,0,5,0,0,0,0,2,0,6,9,153
computer graphics,0,0,0,13,0,0,35,0,0,0,0,0,5,2,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,5,0,22,0,0,0,2,1,0,0,7,1,0,0,0,0,0,51,0,0,0,4,153
typescript,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,9,0,3,0,0,1,0,6,0,6,3,0,0,0,26,4,3,2,4,1,16,2,0,0,23,2,0,6,0,0,2,3,0,3,0,21,152
database systems,5,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,4,0,2,0,0,0,0,0,1,6,2,0,1,0,33,8,8,0,2,35,3,3,1,0,6,5,0,1,0,0,1,3,0,0,0,15,152
higher education,4,0,0,0,0,0,0,0,0,0,0,22,0,1,5,0,0,0,0,9,1,1,1,0,2,0,7,0,2,7,0,0,0,11,0,1,4,0,2,32,5,10,0,4,5,0,2,0,0,0,1,1,3,4,5,152
visual merchandising,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,152
influenza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,152
content development,4,0,1,4,4,0,8,0,0,6,0,1,0,0,2,3,6,0,0,0,0,3,0,0,0,0,2,4,0,6,0,0,0,17,6,1,0,2,0,20,6,0,0,4,6,0,2,0,0,11,9,3,0,0,10,151
creative problem-solving,3,0,1,2,2,0,14,0,0,0,0,1,14,0,0,1,0,0,0,4,0,1,0,1,0,2,3,3,8,0,0,0,0,28,0,8,1,1,1,2,3,0,0,4,8,0,3,0,1,1,11,1,0,13,5,151
"""workers compensation""",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,57,14,0,3,0,0,0,0,1,0,0,0,1,0,0,0,6,0,0,1,1,36,22,2,0,151
content management systems,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,4,1,0,3,9,0,0,4,37,12,25,0,1,4,8,0,0,0,0,0,0,7,0,4,1,10,0,0,0,8,149
body language,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,145,0,0,149
receivables,11,0,0,0,0,0,2,0,0,2,0,0,0,0,4,1,0,0,0,0,4,0,0,5,0,1,1,0,4,0,0,0,0,14,9,1,2,7,29,0,0,1,3,7,3,0,16,0,5,0,2,6,0,8,0,148
sketch,6,1,2,0,8,0,3,1,1,0,0,0,7,0,4,1,0,0,0,0,0,4,0,0,0,0,4,0,0,1,0,5,0,22,0,15,4,2,2,10,0,0,4,2,2,0,5,0,2,4,17,1,4,0,4,148
internal medicine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,0,132,0,0,0,0,0,0,0,0,148
windows servers,7,0,0,2,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,16,0,0,2,0,3,1,0,1,7,4,0,0,0,19,0,0,2,0,1,10,7,0,0,19,5,0,5,1,1,0,0,0,0,0,30,147
applications architecture,6,0,1,1,0,0,0,0,0,2,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,18,13,1,1,0,0,10,0,0,0,5,1,0,11,1,2,0,8,22,4,0,20,147
claim processing,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,3,2,0,0,0,0,0,49,0,0,0,0,0,0,1,1,0,0,0,52,0,0,0,0,28,0,3,0,147
business process management,0,0,0,2,1,0,3,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,113,0,0,0,0,0,4,0,1,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,10,147
active learning,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,135,147
code snippets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,147
digital sales,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,5,2,0,0,1,0,0,0,115,0,0,0,0,1,0,0,2,0,0,8,146
information sciences,1,0,0,0,0,0,29,0,0,1,0,0,0,0,2,2,6,0,0,0,0,7,0,1,0,0,1,0,1,2,0,0,0,66,1,2,0,0,0,9,0,1,1,1,4,0,0,0,0,1,5,0,0,1,0,145
digital communications,1,0,1,1,0,0,6,0,0,1,0,4,0,0,7,0,0,0,0,6,0,2,0,1,0,1,0,0,1,5,0,0,0,0,16,17,0,4,1,0,9,0,0,5,19,0,0,0,0,2,5,0,0,1,29,145
digitization,58,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,34,0,3,0,3,0,0,0,0,6,0,0,0,10,0,21,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,144
customer retention,2,0,1,0,0,0,0,6,0,2,0,0,9,0,0,6,19,0,1,0,7,1,0,3,0,1,0,1,2,16,0,0,4,4,0,2,8,0,4,3,0,0,0,13,1,0,8,0,0,1,6,0,0,0,13,144
