Skills,Apple,AmeriSourceBergen,Berkshire Hathaway,AT&T,McKesson,Exxon Mobil,General Motors,UnitedHealth Group,Walgreens,Verizon,Amazon,Walmart,CVS Health,Total
metric systems,0,0,0,0,0,0,0,1,0,0,0,0,0,1
central venous catheter,0,0,0,0,0,0,0,1,0,0,0,0,0,1
discharge summaries,0,0,0,0,0,0,0,1,0,0,0,0,0,1
intensive care unit,0,0,0,0,0,0,0,1,0,0,0,0,0,1
intramuscular injection,0,0,0,0,0,0,0,1,0,0,0,0,0,1
intrathecal,0,0,0,0,0,0,0,1,0,0,0,0,0,1
rna,0,0,0,0,0,0,0,1,0,0,0,0,0,1
registered dietitian,0,0,0,0,0,0,0,1,0,0,0,0,0,1
self care,0,0,0,0,0,0,0,1,0,0,0,0,0,1
vascular access device,0,0,0,0,0,0,0,1,0,0,0,0,0,1
cancer treatments,0,0,0,0,0,0,0,1,0,0,0,0,0,1
icd coding,0,0,0,0,0,0,0,1,0,0,0,0,0,1
logistics planning,0,0,0,0,0,0,0,1,0,0,0,0,0,1
cfile,0,0,0,0,0,0,0,1,0,0,0,0,0,1
imr,0,0,0,0,0,0,0,1,0,0,0,0,0,1
production management,0,0,0,0,0,0,0,1,0,0,0,0,0,1
stock control,0,0,0,0,0,0,0,1,0,0,0,0,0,1
stock management,0,0,0,0,0,0,0,1,0,0,0,0,0,1
tag management,0,0,0,0,0,0,0,1,0,0,0,0,0,1
certified medical assistant,0,0,0,0,0,0,0,1,0,0,0,0,0,1
google ads,0,0,0,0,0,0,0,1,0,0,0,0,0,1
google maps,0,0,0,0,0,0,0,1,0,0,0,0,0,1
palliative care,0,0,0,0,0,0,0,1,0,0,0,0,0,1
control arm,0,0,0,0,0,0,0,1,0,0,0,0,0,1
crf++,0,0,0,0,0,0,0,1,0,0,0,0,0,1
advanced mathematics,0,0,0,0,0,0,0,1,0,0,0,0,0,1
applied mathematics,0,0,0,0,0,0,0,1,0,0,0,0,0,1
business intelligence development,0,0,0,0,0,0,0,1,0,0,0,0,0,1
exploratory data analysis,0,0,0,0,0,0,0,1,0,0,0,0,0,1
speech analytics,0,0,0,0,0,0,0,1,0,0,0,0,0,1
statistical softwares,0,0,0,0,0,0,0,1,0,0,0,0,0,1
structured analysis,0,0,0,0,0,0,0,1,0,0,0,0,0,1
text mining,0,0,0,0,0,0,0,1,0,0,0,0,0,1
automated testing framework,0,0,0,0,0,0,0,1,0,0,0,0,0,1
data normalization,0,0,0,0,0,0,0,1,0,0,0,0,0,1
data streaming,0,0,0,0,0,0,0,1,0,0,0,0,0,1
mapr,0,0,0,0,0,0,0,1,0,0,0,0,0,1
operability,0,0,0,0,0,0,0,1,0,0,0,0,0,1
spock,0,0,0,0,0,0,0,1,0,0,0,0,0,1
corporate strategy,0,0,0,0,0,0,0,1,0,0,0,0,0,1
service innovation,0,0,0,0,0,0,0,1,0,0,0,0,0,1
revenue analysis,0,0,0,0,0,0,0,1,0,0,0,0,0,1
sme servers,0,0,0,0,0,0,0,1,0,0,0,0,0,1
dual diagnosis,0,0,0,0,0,0,0,1,0,0,0,0,0,1
social psychology,0,0,0,0,0,0,0,1,0,0,0,0,0,1
substance abuse,0,0,0,0,0,0,0,1,0,0,0,0,0,1
document processing,0,0,0,0,0,0,0,1,0,0,0,0,0,1
human resource management,0,0,0,0,0,0,0,1,0,0,0,0,0,1
operating budget,0,0,0,0,0,0,0,1,0,0,0,0,0,1
digital radiography,0,0,0,0,0,0,0,1,0,0,0,0,0,1
infectious diseases,0,0,0,0,0,0,0,1,0,0,0,0,0,1
radiography,0,0,0,0,0,0,0,1,0,0,0,0,0,1
specimen collection,0,0,0,0,0,0,0,1,0,0,0,0,0,1
urinalysis,0,0,0,0,0,0,0,1,0,0,0,0,0,1
urine drug screen,0,0,0,0,0,0,0,1,0,0,0,0,0,1
venipuncture,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3d modeling,0,0,0,0,0,0,1,0,0,0,0,0,0,1
abaqus,0,0,0,0,0,0,1,0,0,0,0,0,0,1
acceptance test procedures,0,0,0,0,0,0,1,0,0,0,0,0,0,1
access network,0,0,0,0,0,0,1,0,0,0,0,0,0,1
aceproject,0,0,0,0,0,0,1,0,0,0,0,0,0,1
advanced driver assistance systems,0,0,0,0,0,0,1,0,0,0,0,0,0,1
akka,0,0,0,0,0,0,1,0,0,0,0,0,0,1
android sdk,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ansi c,0,0,0,0,0,0,1,0,0,0,0,0,0,1
apache cassandra,0,0,0,0,0,0,1,0,0,0,0,0,0,1
apache hadoop,0,0,0,0,0,0,1,0,0,0,0,0,0,1
apache storm,0,0,0,0,0,0,1,0,0,0,0,0,0,1
architectural models,0,0,0,0,0,0,1,0,0,0,0,0,0,1
assembly lines,0,0,0,0,0,0,1,0,0,0,0,0,0,1
asynchronous javascript,0,0,0,0,0,0,1,0,0,0,0,0,0,1
autonomous system,0,0,0,0,0,0,1,0,0,0,0,0,0,1
avg,0,0,0,0,0,0,1,0,0,0,0,0,0,1
bandsaws,0,0,0,0,0,0,1,0,0,0,0,0,0,1
basic writing,0,0,0,0,0,0,1,0,0,0,0,0,0,1
biomedical engineering,0,0,0,0,0,0,1,0,0,0,0,0,0,1
bitbucket,0,0,0,0,0,0,1,0,0,0,0,0,0,1
bluetooth,0,0,0,0,0,0,1,0,0,0,0,0,0,1
boilers,0,0,0,0,0,0,1,0,0,0,0,0,0,1
boot loaders,0,0,0,0,0,0,1,0,0,0,0,0,0,1
brazing,0,0,0,0,0,0,1,0,0,0,0,0,0,1
business process modeling,0,0,0,0,0,0,1,0,0,0,0,0,0,1
business sense,0,0,0,0,0,0,1,0,0,0,0,0,0,1
business studies,0,0,0,0,0,0,1,0,0,0,0,0,0,1
canalyzer,0,0,0,0,0,0,1,0,0,0,0,0,0,1
capability development,0,0,0,0,0,0,1,0,0,0,0,0,0,1
carsim,0,0,0,0,0,0,1,0,0,0,0,0,0,1
certified business analysis professional,0,0,0,0,0,0,1,0,0,0,0,0,0,1
chilled water,0,0,0,0,0,0,1,0,0,0,0,0,0,1
circuit design,0,0,0,0,0,0,1,0,0,0,0,0,0,1
class a surfaces,0,0,0,0,0,0,1,0,0,0,0,0,0,1
code reuse,0,0,0,0,0,0,1,0,0,0,0,0,0,1
communications protocols,0,0,0,0,0,0,1,0,0,0,0,0,0,1
compensation analysis,0,0,0,0,0,0,1,0,0,0,0,0,0,1
component engineering,0,0,0,0,0,0,1,0,0,0,0,0,0,1
composites,0,0,0,0,0,0,1,0,0,0,0,0,0,1
computer animation,0,0,0,0,0,0,1,0,0,0,0,0,0,1
computer graphics,0,0,0,0,0,0,1,0,0,0,0,0,0,1
computer vision,0,0,0,0,0,0,1,0,0,0,0,0,0,1
concept testing,0,0,0,0,0,0,1,0,0,0,0,0,0,1
condensers,0,0,0,0,0,0,1,0,0,0,0,0,0,1
connect-direct,0,0,0,0,0,0,1,0,0,0,0,0,0,1
contract manufacturing,0,0,0,0,0,0,1,0,0,0,0,0,0,1
corrective maintenance,0,0,0,0,0,0,1,0,0,0,0,0,0,1
coupling,0,0,0,0,0,0,1,0,0,0,0,0,0,1
crane rigging,0,0,0,0,0,0,1,0,0,0,0,0,0,1
crankcase,0,0,0,0,0,0,1,0,0,0,0,0,0,1
crossover,0,0,0,0,0,0,1,0,0,0,0,0,0,1
curl,0,0,0,0,0,0,1,0,0,0,0,0,0,1
data element,0,0,0,0,0,0,1,0,0,0,0,0,0,1
data processing systems,0,0,0,0,0,0,1,0,0,0,0,0,0,1
database development,0,0,0,0,0,0,1,0,0,0,0,0,0,1
database mirroring,0,0,0,0,0,0,1,0,0,0,0,0,0,1
database tuning,0,0,0,0,0,0,1,0,0,0,0,0,0,1
deconstruction,0,0,0,0,0,0,1,0,0,0,0,0,0,1
design and technology,0,0,0,0,0,0,1,0,0,0,0,0,0,1
development programmes,0,0,0,0,0,0,1,0,0,0,0,0,0,1
dial indicators,0,0,0,0,0,0,1,0,0,0,0,0,0,1
die casting,0,0,0,0,0,0,1,0,0,0,0,0,0,1
digital controls,0,0,0,0,0,0,1,0,0,0,0,0,0,1
dimensional analysis,0,0,0,0,0,0,1,0,0,0,0,0,0,1
dimensioning,0,0,0,0,0,0,1,0,0,0,0,0,0,1
direct connect,0,0,0,0,0,0,1,0,0,0,0,0,0,1
diskspace,0,0,0,0,0,0,1,0,0,0,0,0,0,1
distributed cache,0,0,0,0,0,0,1,0,0,0,0,0,0,1
distributed development,0,0,0,0,0,0,1,0,0,0,0,0,0,1
distribution softwares,0,0,0,0,0,0,1,0,0,0,0,0,0,1
drill press,0,0,0,0,0,0,1,0,0,0,0,0,0,1
driveworks,0,0,0,0,0,0,1,0,0,0,0,0,0,1
dvise,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ebase,0,0,0,0,0,0,1,0,0,0,0,0,0,1
eels,0,0,0,0,0,0,1,0,0,0,0,0,0,1
electric arc,0,0,0,0,0,0,1,0,0,0,0,0,0,1
electrical process,0,0,0,0,0,0,1,0,0,0,0,0,0,1
electronic components,0,0,0,0,0,0,1,0,0,0,0,0,0,1
electronic control unit,0,0,0,0,0,0,1,0,0,0,0,0,0,1
electronic design,0,0,0,0,0,0,1,0,0,0,0,0,0,1
elk stack,0,0,0,0,0,0,1,0,0,0,0,0,0,1
engineering drawings,0,0,0,0,0,0,1,0,0,0,0,0,0,1
enterprise application integration,0,0,0,0,0,0,1,0,0,0,0,0,0,1
evaporator,0,0,0,0,0,0,1,0,0,0,0,0,0,1
fascia,0,0,0,0,0,0,1,0,0,0,0,0,0,1
fault tolerance,0,0,0,0,0,0,1,0,0,0,0,0,0,1
flexray,0,0,0,0,0,0,1,0,0,0,0,0,0,1
floor planning,0,0,0,0,0,0,1,0,0,0,0,0,0,1
flowcharts,0,0,0,0,0,0,1,0,0,0,0,0,0,1
fuel cell,0,0,0,0,0,0,1,0,0,0,0,0,0,1
gaskets,0,0,0,0,0,0,1,0,0,0,0,0,0,1
greenplum,0,0,0,0,0,0,1,0,0,0,0,0,0,1
handsfree,0,0,0,0,0,0,1,0,0,0,0,0,0,1
heater core,0,0,0,0,0,0,1,0,0,0,0,0,0,1
heavy equipment,0,0,0,0,0,0,1,0,0,0,0,0,0,1
help system,0,0,0,0,0,0,1,0,0,0,0,0,0,1
human factors,0,0,0,0,0,0,1,0,0,0,0,0,0,1
hyperworks,0,0,0,0,0,0,1,0,0,0,0,0,0,1
industrial networking,0,0,0,0,0,0,1,0,0,0,0,0,0,1
industrial robotics,0,0,0,0,0,0,1,0,0,0,0,0,0,1
infrastructure as a service,0,0,0,0,0,0,1,0,0,0,0,0,0,1
injection molding,0,0,0,0,0,0,1,0,0,0,0,0,0,1
inquisit,0,0,0,0,0,0,1,0,0,0,0,0,0,1
interior design,0,0,0,0,0,0,1,0,0,0,0,0,0,1
international business,0,0,0,0,0,0,1,0,0,0,0,0,0,1
internet radio,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ion laser,0,0,0,0,0,0,1,0,0,0,0,0,0,1
isight,0,0,0,0,0,0,1,0,0,0,0,0,0,1
iterative and incremental development,0,0,0,0,0,0,1,0,0,0,0,0,0,1
koffice,0,0,0,0,0,0,1,0,0,0,0,0,0,1
land development,0,0,0,0,0,0,1,0,0,0,0,0,0,1
lauterbach,0,0,0,0,0,0,1,0,0,0,0,0,0,1
lead generation,0,0,0,0,0,0,1,0,0,0,0,0,0,1
leadership styles,0,0,0,0,0,0,1,0,0,0,0,0,0,1
lean product development,0,0,0,0,0,0,1,0,0,0,0,0,0,1
life cycle planning,0,0,0,0,0,0,1,0,0,0,0,0,0,1
linux commands,0,0,0,0,0,0,1,0,0,0,0,0,0,1
local area networks,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ltspice,0,0,0,0,0,0,1,0,0,0,0,0,0,1
lview,0,0,0,0,0,0,1,0,0,0,0,0,0,1
machinery design,0,0,0,0,0,0,1,0,0,0,0,0,0,1
master data management,0,0,0,0,0,0,1,0,0,0,0,0,0,1
materials testing,0,0,0,0,0,0,1,0,0,0,0,0,0,1
median,0,0,0,0,0,0,1,0,0,0,0,0,0,1
message-oriented middleware,0,0,0,0,0,0,1,0,0,0,0,0,0,1
metallurgy,0,0,0,0,0,0,1,0,0,0,0,0,0,1
microsoft dynamics,0,0,0,0,0,0,1,0,0,0,0,0,0,1
mifi,0,0,0,0,0,0,1,0,0,0,0,0,0,1
mills,0,0,0,0,0,0,1,0,0,0,0,0,0,1
mission planning,0,0,0,0,0,0,1,0,0,0,0,0,0,1
mnos,0,0,0,0,0,0,1,0,0,0,0,0,0,1
mobile application development,0,0,0,0,0,0,1,0,0,0,0,0,0,1
mobile network operator,0,0,0,0,0,0,1,0,0,0,0,0,0,1
model based systems engineering,0,0,0,0,0,0,1,0,0,0,0,0,0,1
molding,0,0,0,0,0,0,1,0,0,0,0,0,0,1
motor control,0,0,0,0,0,0,1,0,0,0,0,0,0,1
nastran,0,0,0,0,0,0,1,0,0,0,0,0,0,1
network access control,0,0,0,0,0,0,1,0,0,0,0,0,0,1
network control,0,0,0,0,0,0,1,0,0,0,0,0,0,1
optistruct,0,0,0,0,0,0,1,0,0,0,0,0,0,1
orcad,0,0,0,0,0,0,1,0,0,0,0,0,0,1
outsystems,0,0,0,0,0,0,1,0,0,0,0,0,0,1
performance reporting,0,0,0,0,0,0,1,0,0,0,0,0,0,1
perm,0,0,0,0,0,0,1,0,0,0,0,0,0,1
personal integrity,0,0,0,0,0,0,1,0,0,0,0,0,0,1
physical tests,0,0,0,0,0,0,1,0,0,0,0,0,0,1
planned maintenance,0,0,0,0,0,0,1,0,0,0,0,0,0,1
port management,0,0,0,0,0,0,1,0,0,0,0,0,0,1
port regulations,0,0,0,0,0,0,1,0,0,0,0,0,0,1
posix,0,0,0,0,0,0,1,0,0,0,0,0,0,1
power management,0,0,0,0,0,0,1,0,0,0,0,0,0,1
powerhouse,0,0,0,0,0,0,1,0,0,0,0,0,0,1
powertrain,0,0,0,0,0,0,1,0,0,0,0,0,0,1
preprocessor,0,0,0,0,0,0,1,0,0,0,0,0,0,1
presentation training,0,0,0,0,0,0,1,0,0,0,0,0,0,1
process architecture,0,0,0,0,0,0,1,0,0,0,0,0,0,1
process flow diagrams,0,0,0,0,0,0,1,0,0,0,0,0,0,1
process modeling,0,0,0,0,0,0,1,0,0,0,0,0,0,1
programmable logic controllers,0,0,0,0,0,0,1,0,0,0,0,0,0,1
progressive enhancement,0,0,0,0,0,0,1,0,0,0,0,0,0,1
project collaboration,0,0,0,0,0,0,1,0,0,0,0,0,0,1
project manufacturing,0,0,0,0,0,0,1,0,0,0,0,0,0,1
pspice,0,0,0,0,0,0,1,0,0,0,0,0,0,1
qnx,0,0,0,0,0,0,1,0,0,0,0,0,0,1
raid,0,0,0,0,0,0,1,0,0,0,0,0,0,1
rapport building,0,0,0,0,0,0,1,0,0,0,0,0,0,1
react.js,0,0,0,0,0,0,1,0,0,0,0,0,0,1
rebase,0,0,0,0,0,0,1,0,0,0,0,0,0,1
redcarpet,0,0,0,0,0,0,1,0,0,0,0,0,0,1
release engineering,0,0,0,0,0,0,1,0,0,0,0,0,0,1
requirements engineering,0,0,0,0,0,0,1,0,0,0,0,0,0,1
retrospect,0,0,0,0,0,0,1,0,0,0,0,0,0,1
rigging,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ring networks,0,0,0,0,0,0,1,0,0,0,0,0,0,1
robot framework,0,0,0,0,0,0,1,0,0,0,0,0,0,1
robust control,0,0,0,0,0,0,1,0,0,0,0,0,0,1
rpart,0,0,0,0,0,0,1,0,0,0,0,0,0,1
safety engineering,0,0,0,0,0,0,1,0,0,0,0,0,0,1
sap fiori,0,0,0,0,0,0,1,0,0,0,0,0,0,1
sass,0,0,0,0,0,0,1,0,0,0,0,0,0,1
schematic capture,0,0,0,0,0,0,1,0,0,0,0,0,0,1
search technologies,0,0,0,0,0,0,1,0,0,0,0,0,0,1
sensor fusion,0,0,0,0,0,0,1,0,0,0,0,0,0,1
simultaneous engineering,0,0,0,0,0,0,1,0,0,0,0,0,0,1
skype,0,0,0,0,0,0,1,0,0,0,0,0,0,1
soap client,0,0,0,0,0,0,1,0,0,0,0,0,0,1
software coding,0,0,0,0,0,0,1,0,0,0,0,0,0,1
software configuration management,0,0,0,0,0,0,1,0,0,0,0,0,0,1
software validation,0,0,0,0,0,0,1,0,0,0,0,0,0,1
spice,0,0,0,0,0,0,1,0,0,0,0,0,0,1
sql services,0,0,0,0,0,0,1,0,0,0,0,0,0,1
standards organization,0,0,0,0,0,0,1,0,0,0,0,0,0,1
stateflow,0,0,0,0,0,0,1,0,0,0,0,0,0,1
static testing,0,0,0,0,0,0,1,0,0,0,0,0,0,1
surfacing,0,0,0,0,0,0,1,0,0,0,0,0,0,1
system monitor,0,0,0,0,0,0,1,0,0,0,0,0,0,1
system procedures,0,0,0,0,0,0,1,0,0,0,0,0,0,1
system programming,0,0,0,0,0,0,1,0,0,0,0,0,0,1
tablespace,0,0,0,0,0,0,1,0,0,0,0,0,0,1
tebis,0,0,0,0,0,0,1,0,0,0,0,0,0,1
technical acumen,0,0,0,0,0,0,1,0,0,0,0,0,0,1
technical debt,0,0,0,0,0,0,1,0,0,0,0,0,0,1
technical report,0,0,0,0,0,0,1,0,0,0,0,0,0,1
telepresence,0,0,0,0,0,0,1,0,0,0,0,0,0,1
test engineering,0,0,0,0,0,0,1,0,0,0,0,0,0,1
test management,0,0,0,0,0,0,1,0,0,0,0,0,0,1
test method,0,0,0,0,0,0,1,0,0,0,0,0,0,1
test-driven development,0,0,0,0,0,0,1,0,0,0,0,0,0,1
thermal management,0,0,0,0,0,0,1,0,0,0,0,0,0,1
thermal simulation,0,0,0,0,0,0,1,0,0,0,0,0,0,1
thermal testing,0,0,0,0,0,0,1,0,0,0,0,0,0,1
threading,0,0,0,0,0,0,1,0,0,0,0,0,0,1
tool steel,0,0,0,0,0,0,1,0,0,0,0,0,0,1
transport management systems,0,0,0,0,0,0,1,0,0,0,0,0,0,1
trifacta,0,0,0,0,0,0,1,0,0,0,0,0,0,1
usb,0,0,0,0,0,0,1,0,0,0,0,0,0,1
value systems,0,0,0,0,0,0,1,0,0,0,0,0,0,1
vibrations,0,0,0,0,0,0,1,0,0,0,0,0,0,1
video cameras,0,0,0,0,0,0,1,0,0,0,0,0,0,1
videoconferencing,0,0,0,0,0,0,1,0,0,0,0,0,0,1
vse,0,0,0,0,0,0,1,0,0,0,0,0,0,1
wastewater,0,0,0,0,0,0,1,0,0,0,0,0,0,1
water quality,0,0,0,0,0,0,1,0,0,0,0,0,0,1
workbench,0,0,0,0,0,0,1,0,0,0,0,0,0,1
x platform,0,0,0,0,0,0,1,0,0,0,0,0,0,1
xamarin,0,0,0,0,0,0,1,0,0,0,0,0,0,1
xcircuits,0,0,0,0,0,0,1,0,0,0,0,0,0,1
customer,0,0,1,0,0,0,0,0,0,0,0,0,0,1
pl,0,0,1,0,0,0,0,0,0,0,0,0,0,1
sractive c,0,0,1,0,0,0,0,0,0,0,0,0,0,1
tranance monitor,0,0,1,0,0,0,0,0,0,0,0,0,0,1
researsparency,0,0,1,0,0,0,0,0,0,0,0,0,0,1
contract reviews,0,0,1,0,0,0,0,0,0,0,0,0,0,1
review contracts,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enforcem google hangouts,0,0,1,0,0,0,0,0,0,0,0,0,0,1
memos,0,0,1,0,0,0,0,0,0,0,0,0,0,1
microsooperations,0,0,1,0,0,0,0,0,0,0,0,0,0,1
social media workers compensation,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ajax.net,0,0,1,0,0,0,0,0,0,0,0,0,0,1
interoperability,0,0,1,0,0,0,0,0,0,0,0,0,0,1
computer forensics,0,0,1,0,0,0,0,0,0,0,0,0,0,1
consumer privacy,0,0,1,0,0,0,0,0,0,0,0,0,0,1
data loss prevention,0,0,1,0,0,0,0,0,0,0,0,0,0,1
database security,0,0,1,0,0,0,0,0,0,0,0,0,0,1
endpoint security,0,0,1,0,0,0,0,0,0,0,0,0,0,1
vulnerability assessments,0,0,1,0,0,0,0,0,0,0,0,0,0,1
document management systems,0,0,1,0,0,0,0,0,0,0,0,0,0,1
electronic document management,0,0,1,0,0,0,0,0,0,0,0,0,0,1
electronic document management systems,0,0,1,0,0,0,0,0,0,0,0,0,0,1
electronic documents,0,0,1,0,0,0,0,0,0,0,0,0,0,1
encompass,0,0,1,0,0,0,0,0,0,0,0,0,0,1
legibility,0,0,1,0,0,0,0,0,0,0,0,0,0,1
pharmacology,0,0,1,0,0,0,0,0,0,0,0,0,0,1
facsimile transmission,0,0,1,0,0,0,0,0,0,0,0,0,0,1
regulatory filings,0,0,1,0,0,0,0,0,0,0,0,0,0,1
credit reports,0,0,1,0,0,0,0,0,0,0,0,0,0,1
fire prevention,0,0,1,0,0,0,0,0,0,0,0,0,0,1
information policy,0,0,1,0,0,0,0,0,0,0,0,0,0,1
job interviews,0,0,1,0,0,0,0,0,0,0,0,0,0,1
risk appetite,0,0,1,0,0,0,0,0,0,0,0,0,0,1
web design,0,0,1,0,0,0,0,0,0,0,0,0,0,1
proofreading,0,0,1,0,0,0,0,0,0,0,0,0,0,1
company structure,0,0,1,0,0,0,0,0,0,0,0,0,0,1
crash reports,0,0,0,0,0,0,0,0,1,0,0,0,0,1
forensics tools,0,0,0,1,0,0,0,0,0,0,0,0,0,1
http protocols,0,0,0,1,0,0,0,0,0,0,0,0,0,1
network analysis,0,0,0,1,0,0,0,0,0,0,0,0,0,1
frame relay,0,0,0,1,0,0,0,0,0,0,0,0,0,1
shaper,0,0,0,1,0,0,0,0,0,0,0,0,0,1
traffic engineering,0,0,0,1,0,0,0,0,0,0,0,0,0,1
wan optimization,0,0,0,1,0,0,0,0,0,0,0,0,0,1
wan technologies,0,0,0,1,0,0,0,0,0,0,0,0,0,1
linux servers,0,0,0,1,0,0,0,0,0,0,0,0,0,1
pc design,0,0,0,1,0,0,0,0,0,0,0,0,0,1
bullet,0,0,0,1,0,0,0,0,0,0,0,0,0,1
data conversion,0,0,0,1,0,0,0,0,0,0,0,0,0,1
devsecops,0,0,0,1,0,0,0,0,0,0,0,0,0,1
functional process,0,0,0,1,0,0,0,0,0,0,0,0,0,1
supply chain planning,0,0,0,1,0,0,0,0,0,0,0,0,0,1
aerospike,0,0,0,1,0,0,0,0,0,0,0,0,0,1
query tuning,0,0,0,1,0,0,0,0,0,0,0,0,0,1
mobile application testing,0,0,0,1,0,0,0,0,0,0,0,0,0,1
rest client,0,0,0,1,0,0,0,0,0,0,0,0,0,1
software testing automation framework,0,0,0,1,0,0,0,0,0,0,0,0,0,1
user interface testing,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ab initio,0,0,0,1,0,0,0,0,0,0,0,0,0,1
marketing analytics,0,0,0,1,0,0,0,0,0,0,0,0,0,1
media buying,0,0,0,1,0,0,0,0,0,0,0,0,0,1
technical curiosity,0,0,0,1,0,0,0,0,0,0,0,0,0,1
information technology operations,0,0,0,1,0,0,0,0,0,0,0,0,0,1
data warehouse architectures,0,0,0,1,0,0,0,0,0,0,0,0,0,1
file systems,0,0,0,1,0,0,0,0,0,0,0,0,0,1
demonstration skills,0,0,0,1,0,0,0,0,0,0,0,0,0,1
account analysis,0,0,0,1,0,0,0,0,0,0,0,0,0,1
console applications,0,0,0,1,0,0,0,0,0,0,0,0,0,1
coupa,0,0,0,1,0,0,0,0,0,0,0,0,0,1
payment systems,0,0,0,1,0,0,0,0,0,0,0,0,0,1
static data,0,0,0,1,0,0,0,0,0,0,0,0,0,1
windows console,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ncover,0,0,0,1,0,0,0,0,0,0,0,0,0,1
complex sales,0,0,0,1,0,0,0,0,0,0,0,0,0,1
tform,0,0,0,1,0,0,0,0,0,0,0,0,0,1
endpoint devices,0,0,0,0,0,0,0,0,0,1,0,0,0,1
endpoint management,0,0,0,0,0,0,0,0,0,1,0,0,0,1
integration platforms,0,0,0,0,0,0,0,0,0,1,0,0,0,1
ubuntu,0,0,0,0,0,0,0,0,0,1,0,0,0,1
android testing,0,0,0,0,0,0,0,0,0,1,0,0,0,1
appium,0,0,0,0,0,0,0,0,0,1,0,0,0,1
browserstack,0,0,0,0,0,0,0,0,0,1,0,0,0,1
bridge building,0,0,0,0,0,0,0,0,0,1,0,0,0,1
gmail,0,0,0,0,0,0,0,0,0,1,0,0,0,1
google calendar,0,0,0,0,0,0,0,0,0,1,0,0,0,1
google drive,0,0,0,0,0,0,0,0,0,1,0,0,0,1
invoice processing,0,0,0,0,0,0,0,0,0,1,0,0,0,1
organizational awareness,0,0,0,0,0,0,0,0,0,1,0,0,0,1
android development,0,0,0,0,0,0,0,0,0,1,0,0,0,1
community sustainability,0,0,0,0,0,0,0,0,0,1,0,0,0,1
git flow,0,0,0,0,0,0,0,0,0,1,0,0,0,1
google play,0,0,0,0,0,0,0,0,0,1,0,0,0,1
kotlin,0,0,0,0,0,0,0,0,0,1,0,0,0,1
mobile security,0,0,0,0,0,0,0,0,0,1,0,0,0,1
toy industry,0,0,0,0,0,0,0,0,0,1,0,0,0,1
business acquisition,0,0,0,0,0,0,0,0,0,1,0,0,0,1
adobe photoshop,0,0,0,0,0,0,0,0,0,1,0,0,0,1
content management,0,0,0,0,0,0,0,0,0,1,0,0,0,1
strategic communication,0,0,0,0,0,0,0,0,0,1,0,0,0,1
transition management,0,0,0,0,0,0,0,0,0,1,0,0,0,1
video analytics,0,0,0,0,0,0,0,0,0,1,0,0,0,1
itilv3,0,0,0,0,0,0,0,0,0,1,0,0,0,1
nagios,0,0,0,0,0,0,0,0,0,1,0,0,0,1
reengineering,0,0,0,0,0,0,0,0,0,1,0,0,0,1
xunit,0,0,0,0,0,0,0,0,0,1,0,0,0,1
5g technology,0,0,0,0,0,0,0,0,0,1,0,0,0,1
atoll,0,0,0,0,0,0,0,0,0,1,0,0,0,1
post processing,0,0,0,0,0,0,0,0,0,1,0,0,0,1
cloud computing security,0,0,0,0,0,0,0,0,0,1,0,0,0,1
business intelligence tools,0,0,0,0,0,0,0,0,0,0,1,0,0,1
antenna,0,0,0,0,0,0,0,0,0,0,1,0,0,1
baseband,0,0,0,0,0,0,0,0,0,0,1,0,0,1
link budget,0,0,0,0,0,0,0,0,0,0,1,0,0,1
microwaves,0,0,0,0,0,0,0,0,0,0,1,0,0,1
modems,0,0,0,0,0,0,0,0,0,0,1,0,0,1
optics,0,0,0,0,0,0,0,0,0,0,1,0,0,1
oscilloscope,0,0,0,0,0,0,0,0,0,0,1,0,0,1
polarization,0,0,0,0,0,0,0,0,0,0,1,0,0,1
satellite communications,0,0,0,0,0,0,0,0,0,0,1,0,0,1
signal generators,0,0,0,0,0,0,0,0,0,0,1,0,0,1
spectrum analyzer,0,0,0,0,0,0,0,0,0,0,1,0,0,1
spread spectrum,0,0,0,0,0,0,0,0,0,0,1,0,0,1
wireless broadband,0,0,0,0,0,0,0,0,0,0,1,0,0,1
aws sagemaker,0,0,0,0,0,0,0,0,0,0,1,0,0,1
product leadership,0,0,0,0,0,0,0,0,0,0,1,0,0,1
building automation systems,0,0,0,0,0,0,0,0,0,0,1,0,0,1
construction management,0,0,0,0,0,0,0,0,0,0,1,0,0,1
email management,0,0,0,0,0,0,0,0,0,0,1,0,0,1
instructing,0,0,0,0,0,0,0,0,0,0,1,0,0,1
professional diving,0,0,0,0,0,0,0,0,0,0,1,0,0,1
stakeholder training,0,0,0,0,0,0,0,0,0,0,1,0,0,1
causal inference,0,0,0,0,0,0,0,0,0,0,1,0,0,1
demand modeling,0,0,0,0,0,0,0,0,0,0,1,0,0,1
financial modeling,0,0,0,0,0,0,0,0,0,0,1,0,0,1
